"","Activity","Subject","tBodyAcc.mean...X","tBodyAcc.mean...Y","tBodyAcc.mean...Z","tBodyAcc.std...X","tBodyAcc.std...Y","tBodyAcc.std...Z","tGravityAcc.mean...X","tGravityAcc.mean...Y","tGravityAcc.mean...Z","tGravityAcc.std...X","tGravityAcc.std...Y","tGravityAcc.std...Z","tBodyAccJerk.mean...X","tBodyAccJerk.mean...Y","tBodyAccJerk.mean...Z","tBodyAccJerk.std...X","tBodyAccJerk.std...Y","tBodyAccJerk.std...Z","tBodyGyro.mean...X","tBodyGyro.mean...Y","tBodyGyro.mean...Z","tBodyGyro.std...X","tBodyGyro.std...Y","tBodyGyro.std...Z","tBodyGyroJerk.mean...X","tBodyGyroJerk.mean...Y","tBodyGyroJerk.mean...Z","tBodyGyroJerk.std...X","tBodyGyroJerk.std...Y","tBodyGyroJerk.std...Z","tBodyAccMag.mean..","tBodyAccMag.std..","tGravityAccMag.mean..","tGravityAccMag.std..","tBodyAccJerkMag.mean..","tBodyAccJerkMag.std..","tBodyGyroMag.mean..","tBodyGyroMag.std..","tBodyGyroJerkMag.mean..","tBodyGyroJerkMag.std..","fBodyAcc.mean...X","fBodyAcc.mean...Y","fBodyAcc.mean...Z","fBodyAcc.std...X","fBodyAcc.std...Y","fBodyAcc.std...Z","fBodyAcc.meanFreq...X","fBodyAcc.meanFreq...Y","fBodyAcc.meanFreq...Z","fBodyAccJerk.mean...X","fBodyAccJerk.mean...Y","fBodyAccJerk.mean...Z","fBodyAccJerk.std...X","fBodyAccJerk.std...Y","fBodyAccJerk.std...Z","fBodyAccJerk.meanFreq...X","fBodyAccJerk.meanFreq...Y","fBodyAccJerk.meanFreq...Z","fBodyGyro.mean...X","fBodyGyro.mean...Y","fBodyGyro.mean...Z","fBodyGyro.std...X","fBodyGyro.std...Y","fBodyGyro.std...Z","fBodyGyro.meanFreq...X","fBodyGyro.meanFreq...Y","fBodyGyro.meanFreq...Z","fBodyAccMag.mean..","fBodyAccMag.std..","fBodyAccMag.meanFreq..","fBodyBodyAccJerkMag.mean..","fBodyBodyAccJerkMag.std..","fBodyBodyAccJerkMag.meanFreq..","fBodyBodyGyroMag.mean..","fBodyBodyGyroMag.std..","fBodyBodyGyroMag.meanFreq..","fBodyBodyGyroJerkMag.mean..","fBodyBodyGyroJerkMag.std..","fBodyBodyGyroJerkMag.meanFreq.."
"11","WALKING_UPSTAIRS",1,0.249364676788715,-0.0265994473214107,-0.122823393945768,-0.204934094187335,0.0316861161449216,-0.181490854437931,0.860172969968652,-0.29077036584326,-0.153708719805401,-0.940036227586207,-0.920038484294671,-0.900836826489028,0.0800239741630094,0.0279806378879937,0.012096861181348,-0.328888674514107,-0.29153859069906,-0.604815273583072,0.0319146963979937,-0.0898734987880878,0.0376691433188088,-0.473368269502821,-0.344602354256082,-0.209466654312539,-0.12902316741536,-0.0390182729878997,-0.0396899593558621,-0.538849388595611,-0.646975917053291,-0.531009008232288,-0.0660773734733229,-0.232979082419436,-0.0660773734733229,-0.232979082419436,-0.350631158092163,-0.361641885154859,-0.173519152271787,-0.341744575933918,-0.584940639871787,-0.650947784294671,-0.261936733136364,-0.0804339235799686,-0.34629025423605,-0.185324353706897,0.0197827405780251,-0.164179807718182,-0.431077377119122,-0.145666327325392,-0.222586425750022,-0.360865571070219,-0.319008618752351,-0.564508122752351,-0.357153521534639,-0.311022810497179,-0.644475602037618,-0.327055351957053,-0.449501748980251,-0.404963575540439,-0.390419739272414,-0.440962322423824,-0.262499413960815,-0.503409247561129,-0.300971429915047,-0.268001879511285,-0.212561467120784,-0.310317086164577,-0.25857858261348,-0.235623002861129,-0.353432918630094,-0.0323258881394984,-0.324080690479937,-0.419760450602508,0.0750104578862382,-0.438341231322884,-0.394959788652038,-0.141481592715674,-0.642464310877743,-0.689059149733542,0.0996654358302194
"12","WALKING_DOWNSTAIRS",1,0.297664917107143,-0.0163328100178571,-0.0989919936428571,0.171828951714286,0.042828464,-0.227148403392857,0.917942209642857,-0.157987100892857,0.0285380045535714,-0.939943181785714,-0.925622548928571,-0.899847444285714,0.0682021211178571,-0.0545403543571428,-0.00821202206428572,0.0706405110560714,0.0343017917107143,-0.431432808,-0.133968513,-0.0201142795714286,0.0228833340392857,-0.301767200478571,-0.361131257035714,-0.292909495892857,-0.0823903887142857,-0.085529657525,-0.0266634680892857,-0.289268427321429,-0.48296638225,-0.266628917517857,0.145128158035714,0.146383163285714,0.145128158035714,0.146383163285714,-0.043095554,0.0532147789857143,-0.121250299235714,-0.216269285821429,-0.396949175392857,-0.4223563,0.119819584811429,0.103191569821429,-0.259509523,0.185711962657143,-0.0606748647035714,-0.272400494292857,-0.375694740357143,0.130956398128571,0.0588418768214286,0.0446393412642857,0.00307002403571428,-0.37951732725,-0.000117398571428573,-0.00538974953571429,-0.482603146535714,-0.2289770015,-0.281809859321429,-0.209337146892857,-0.148634520703571,-0.34802434425,-0.14257111905,-0.354729998571429,-0.377682544142857,-0.416456918571429,-0.0976832235967857,-0.0448022625678571,0.103287737964286,0.205920609892857,-0.069589387825,0.091562759125,0.0992408640714286,-0.0193905954642857,0.123770179785714,-0.264415581142857,-0.328307989285714,0.0925492847857143,-0.424463633464286,-0.462813777,0.0957636020178571
"13","WALKING_DOWNSTAIRS",3,0.281279271956012,-0.0177034802521891,-0.108857783631672,0.132101508519062,0.0544011697908798,-0.256048530271847,0.931969055923754,-0.160642200435191,-0.0297075075021786,-0.948515423782991,-0.934264551671554,-0.91476145170088,0.079700949955132,0.00223461698035191,-0.00265745749794721,0.00718760199354839,-0.0374630717282698,-0.427458356232258,-0.071205707984824,-0.0661232392913196,0.109254999165718,-0.318884652852786,-0.379101947917009,-0.286355275029032,-0.0597748386953079,-0.05209597213261,-0.0703314830221994,-0.352969618608504,-0.495330492768211,-0.29940643831349,0.110193433683284,0.12712119192522,0.110193433683284,0.12712119192522,-0.0918252869981232,0.00612960076656892,-0.138162502116129,-0.263079180455249,-0.423057587372434,-0.459782056680645,0.0839655772859238,0.0693263280143695,-0.265758422203812,0.147646879275367,-0.0225855200219941,-0.312593125935777,-0.377804974063636,0.0233398211709971,0.111215368767537,-0.0217405477615543,-0.0860211982222874,-0.373699133070674,-0.0548251554868035,-0.0512977693914369,-0.480657898615836,-0.290826190570381,-0.368290305175367,-0.196442050180938,-0.194758350929912,-0.352106016606745,-0.159817418808211,-0.36347722008437,-0.404414147178299,-0.401046443961877,-0.150116551330499,-0.0202022912106158,0.0242875181988123,0.152383677297947,-0.0658214116746628,0.0442135979481965,0.0325733769452493,-0.0387593509897654,0.0399149553939296,-0.310927280403519,-0.363742871824633,0.0621089541377126,-0.459771426433431,-0.499953747606745,0.0848871739768622
"14","WALKING_DOWNSTAIRS",5,0.288527290996689,-0.016257347952851,-0.107233285127079,0.104922289032119,0.0399082979773179,-0.217097989043874,0.932166587880795,-0.15432467482947,-0.0383518853228477,-0.952241855463576,-0.934970813675497,-0.91353205692053,0.0726656780664569,0.0133748681978146,-0.021729787780596,-0.0346273166665894,-0.080814067222351,-0.390356219380993,-0.109740136465265,-0.0404913322804272,0.0994414631978477,-0.347742339784768,-0.375859631914238,-0.31804707071457,-0.0767854556607616,-0.0498010460222517,-0.0525256809934437,-0.389858427916556,-0.489538496404106,-0.337424748709272,0.0946701323298013,0.106653248653874,0.0946701323298013,0.106653248653874,-0.115955197157616,-0.0132269541619205,-0.160048429680795,-0.28283485972649,-0.434342924390728,-0.458575549254967,0.0316299057609272,0.0410208801523179,-0.231663924252086,0.128798828719404,-0.0291837180423179,-0.275032520570199,-0.395927975015232,0.0036449931231457,0.105230892491517,-0.0671056832986755,-0.125330943821192,-0.335205709138742,-0.0896821349380563,-0.0956118265046358,-0.444712552247815,-0.283615632092715,-0.389122261788742,-0.216015968212086,-0.226407634716921,-0.346252166456954,-0.200906672708278,-0.390164730204636,-0.402704519378808,-0.426041674176821,-0.177589775443377,-0.0299073391322517,0.0155937710617881,0.134447889706291,-0.0847116225817881,0.0308657243388411,0.00543157527122516,-0.0478995201572848,0.0294115727251656,-0.314475182500331,-0.390779243920629,0.0795801816964841,-0.454304492462914,-0.504401985220629,0.0941679872757616
"15","WALKING_DOWNSTAIRS",6,0.289885692996923,-0.0171082152957508,-0.105802217161846,0.0711268532497569,0.0800097398526462,-0.136469172029015,0.9236789204,-0.170816790679692,-0.0317165679062154,-0.950126976307692,-0.932309033076923,-0.911189991107692,0.130916051336923,-0.0129420332314769,-0.0124277771161538,-0.0430348307363077,-0.0799589916615415,-0.340022091837169,-0.100387380332308,-0.0374607387846154,0.0964603075234462,-0.332648006308615,-0.257162349100308,-0.240983310737231,-0.0647667710575692,-0.0636496574952923,-0.0506375139196,-0.367800320087385,-0.395322815103077,-0.318844300215077,0.0921659510257539,0.112990229133354,0.0921659510257539,0.112990229133354,-0.105737390273015,0.00144158382806154,-0.0924417976793846,-0.203480438812923,-0.370149105943077,-0.378010443327262,0.0202034593763077,0.0657088140278154,-0.156916670612308,0.0861651716730769,0.0170663870254462,-0.197916655055323,-0.399430921316923,-0.0128424530212308,0.100005987673846,-0.0811903220310769,-0.121051809388923,-0.279380336193846,-0.0908263813743938,-0.0995338564566154,-0.400237536377539,-0.317374575444923,-0.390952773886185,-0.252613248251385,-0.210683883080615,-0.239016420655385,-0.140797096078769,-0.376108260559692,-0.277817062997231,-0.348380448067077,-0.153587833009846,-0.071461673708,-0.0401054594262769,0.153459169148,-0.0867164498135077,0.0306941787157231,0.0151345851662462,-0.0265147930454763,0.0143588728453846,-0.226657415285631,-0.334181149324308,0.0909819789989538,-0.375106594196615,-0.428163666519077,0.10563895684948
"16","WALKING_DOWNSTAIRS",7,0.292326282957792,-0.0140618447791493,-0.103178763445779,0.0971579010516234,0.0722566896124351,-0.161081252873377,0.923542628701299,-0.183109201824481,-0.0768474670475,-0.952167424577922,-0.936093795584416,-0.914388554220779,0.0802743218609253,0.00734496202220779,0.00515515116948052,-0.0645614192191883,-0.090894095387987,-0.383699747353929,-0.0823731088715909,-0.0540081522097078,0.0980639982899675,-0.340147094457792,-0.33858301181948,-0.246848231347273,-0.0871286580629221,-0.032678357508539,-0.0479788151506494,-0.418496971663636,-0.469818279386364,-0.348676248889935,0.109043780184156,0.119447575691169,0.109043780184156,0.119447575691169,-0.130005304432468,-0.0299184482881494,-0.130325123150714,-0.250974163156753,-0.43294003437987,-0.45371582529026,0.011885345911039,0.0570417011378571,-0.19473770694974,0.125882440854545,0.0108070430503247,-0.212564563468831,-0.428289966100649,-0.0157701321084416,0.0777497970725974,-0.113860745040029,-0.129475923832143,-0.329272550439935,-0.0982913639834416,-0.111755208432166,-0.43757046925,-0.361844113837662,-0.396913433409091,-0.265716560448377,-0.241406574199675,-0.319876703727922,-0.162595716853247,-0.375658971855195,-0.358372071052208,-0.346961112275,-0.202089366803507,-0.0433207673223377,-0.0721066985927273,0.131579472265195,-0.0642152092733766,-0.00376081417175325,-0.0242485740548701,-0.0472362558912338,-0.00900573879758766,-0.296987011675325,-0.354578505701688,0.0447819418779221,-0.449865359592727,-0.499615193544156,0.0952207932302922
"17","WALKING_DOWNSTAIRS",8,0.289073583911765,-0.0160727897147059,-0.100581692995098,0.0695318050960784,0.0359297650431373,-0.147738567257843,0.91111954,-0.188229235883333,-0.123105062241176,-0.94067474745098,-0.935274043235294,-0.903284835098039,0.070076497117647,-0.00274747976176471,-0.0208103007722549,-0.0758747194009804,-0.131214275226471,-0.412223482892157,0.0099807257882353,-0.101559890976275,0.0356492387463725,-0.335922822901961,-0.360444476715686,-0.267873266029412,-0.0849750191176471,-0.0600647968676471,-0.0497623029397059,-0.425786735002941,-0.506486961078431,-0.35798984248402,0.084193434672549,0.104072545941176,0.084193434672549,0.104072545941176,-0.149504972096078,-0.0648583962431372,-0.131880784260686,-0.283280736748039,-0.450556408323529,-0.492620572544118,-0.0214819459463725,0.018173094872549,-0.212487998663235,0.100240853455882,-0.0219377027058824,-0.182580425871569,-0.409587881058824,-0.0279160900990196,0.0210863135578431,-0.134938838252941,-0.169739985009804,-0.362362410098039,-0.0978909926401961,-0.149453058185098,-0.461456199235294,-0.362527172421569,-0.416438401186275,-0.311405221647059,-0.241417708911765,-0.35247038127451,-0.175165391176471,-0.370423052382353,-0.372549357313726,-0.369476216465686,-0.189474808760784,-0.0807917774053922,-0.0692303704730392,0.118761884297059,-0.0795111748372549,-0.00566715578558824,-0.0615761103088235,-0.0788432850352941,0.00360063587823529,-0.328787420921569,-0.380661246176471,0.0321490828125392,-0.485324327391176,-0.540507254058823,0.106956889889216
"18","SITTING",8,0.275368894184358,-0.0130183896888268,-0.110587878865922,-0.980752303575419,-0.933907547765363,-0.927407085921788,0.886201429329609,0.10903618324581,0.155106100747486,-0.973253408826816,-0.954044143072626,-0.929630144486034,0.0759553312051955,0.00501623308071508,-0.000463590167289386,-0.982906065810056,-0.972501637374302,-0.978989258659218,-0.0413456968748045,-0.0659196214089385,0.0657408715569274,-0.979233212458101,-0.961655133910615,-0.95233422972067,-0.0960707094636872,-0.0413224151022346,-0.0500238966539106,-0.982522578379888,-0.98367798273743,-0.982833462905028,-0.948750772513966,-0.93109720796648,-0.948750772513966,-0.93109720796648,-0.980792126089385,-0.974646273854749,-0.939340071899441,-0.943493761117319,-0.986467499608939,-0.98010262972067,-0.980103957597765,-0.946454488268156,-0.947334579832402,-0.981150683854749,-0.931660577206704,-0.922672623463687,-0.0760960010972067,0.0284567132960894,0.0564779209463687,-0.983117418547486,-0.972640860558659,-0.975709051675978,-0.984272298156425,-0.974485394916201,-0.980950452960894,0.141603582289944,-0.0849504439212291,-0.0334177036325698,-0.974068542067039,-0.968066923407821,-0.955782700335196,-0.980971777374302,-0.95867344698324,-0.955648106033519,0.0205581842057542,-0.259186809138548,-0.0264672134324022,-0.946039116312849,-0.934112102921788,0.0650982974865922,-0.974691840837989,-0.973661290558659,0.274076487880447,-0.958027774804469,-0.944395145251397,-0.108672620549721,-0.981155469217877,-0.979845947877095,0.142123745180447
"19","SITTING",11,0.26858676765981,-0.0126384032779114,-0.10091533918481,-0.982101210126582,-0.929721193518987,-0.933746843303798,0.892613272025316,0.102894676666772,0.126514410882595,-0.978725673037975,-0.957378738974684,-0.945389758556962,0.0780831097174051,0.000796590165778481,-0.00542339746791772,-0.985744557436709,-0.976121401170886,-0.982953579050633,-0.0359830956158228,-0.0736222807582278,0.0893076786937975,-0.983297395791139,-0.966795089556962,-0.958582388829114,-0.0951261218525317,-0.0424527901610759,-0.05045227485,-0.987820391360759,-0.987997261613924,-0.985134146424051,-0.951156526582278,-0.934901046313291,-0.951156526582278,-0.934901046313291,-0.983310556518987,-0.980877236170886,-0.951748615537975,-0.954011356677215,-0.989054926677215,-0.986999117310127,-0.982919804620253,-0.946682040886076,-0.956320576613924,-0.981977965411392,-0.926199509566456,-0.927860365794937,-0.0473476992273418,0.0450426865066456,0.0795219947726551,-0.985897581424051,-0.97629585056962,-0.98051187693038,-0.986909167531646,-0.977716541202532,-0.983999476962025,0.185046346450949,-0.0583036372749051,-0.00188583299882911,-0.979967860348101,-0.973963261234177,-0.963334277405063,-0.98440381414557,-0.963500785348101,-0.961033902405063,0.0638267911885127,-0.232082825500316,-0.0424064555563291,-0.951195017310127,-0.937013549598101,0.107330518314051,-0.980686813892405,-0.980094134841772,0.292853965304335,-0.9669009125,-0.954148634936709,-0.0796237311506329,-0.987473799493671,-0.987000774873418,0.191625746441329
"20","SITTING",14,0.273704734272446,-0.0116698487425077,-0.105620201777399,-0.985448643436532,-0.94207904050774,-0.944758511981424,0.857905088947368,0.136968365637492,0.168685749691424,-0.979460286439628,-0.958871867018576,-0.948770430959752,0.0752514794997833,0.00278954073021362,-0.0034519175776904,-0.987362778854489,-0.977564610773994,-0.983900512229102,-0.0394987139495356,-0.0780604723696594,0.0771970702359133,-0.981745230681115,-0.970122283653251,-0.962977015232198,-0.0954431449721362,-0.0392109089769969,-0.050497622496904,-0.98830338377709,-0.988251765325077,-0.987439915789474,-0.959635565232198,-0.943991450123839,-0.959635565232198,-0.943991450123839,-0.985089695479876,-0.981342819318885,-0.946331495139319,-0.953980960619195,-0.989899554860681,-0.987149182600619,-0.98556621244582,-0.952917795077399,-0.96072052269969,-0.98554467371517,-0.940223862778328,-0.940555332835913,-0.0490368750368421,0.0871980047900929,0.0890244522834056,-0.987513612693498,-0.977460521609907,-0.981537834674923,-0.988383346780186,-0.979440376934985,-0.984876099876161,0.195925745445254,-0.0297506246863777,0.00392911695077399,-0.97925509996904,-0.975066119040248,-0.965396031362229,-0.982689576873065,-0.967780585479876,-0.965660979040248,0.0733842604874923,-0.191968263230031,0.0129989765397214,-0.956067823414861,-0.94644715504644,0.14629883839517,-0.981279344334365,-0.980302696996904,0.288772461886687,-0.966799939504644,-0.954077225541796,-0.076988395956966,-0.987813286532508,-0.986913093622291,0.177030050246842
"21","SITTING",15,0.27159936752439,-0.00976871412097561,-0.105810153647256,-0.981430526890244,-0.925058238321128,-0.934979646033537,0.871529497835366,0.147985089325427,0.165600274644695,-0.975457550609756,-0.94589263875,-0.940781441228659,0.0755924574271341,-0.00106777281280793,-0.00427136564368902,-0.986058112591463,-0.975815155365854,-0.983861602012195,-0.038937364760061,-0.081911639772561,0.0877204593585366,-0.981922229756098,-0.969771789207317,-0.958415800762195,-0.0960968319969512,-0.037565659324878,-0.0510180380062134,-0.987366268018293,-0.988139524634146,-0.985545912103658,-0.950293613353659,-0.927345139735366,-0.950293613353659,-0.927345139735366,-0.983943535762195,-0.980450780335366,-0.945521839268293,-0.952911527439024,-0.989510211615854,-0.986258854207317,-0.981763859786585,-0.940939904682927,-0.953932791707317,-0.98141563875,-0.921926571054878,-0.930018489664634,-0.0492423284408537,0.0664207700308232,0.0872435548741463,-0.986135534420732,-0.975695081097561,-0.981205421036585,-0.987279493231707,-0.977829402378049,-0.985165531219512,0.207128528090549,-0.0519323533122561,0.0194469841731707,-0.979228479664634,-0.975087955670732,-0.962247702286585,-0.982949309664634,-0.967316026128049,-0.961180719603659,0.0783153033432622,-0.188560957732348,0.00534322924359756,-0.943366417219512,-0.93035905152439,0.11270533697622,-0.980542994115854,-0.979265162835366,0.278215498734085,-0.967256463231707,-0.952536682256098,-0.0691356660153049,-0.98714267375,-0.985878226158537,0.185161545168598
"22","SITTING",16,0.273401232035519,-0.0121400359521858,-0.103757264486339,-0.983041781830601,-0.936001184098361,-0.941353017628415,0.878128081338798,0.0970510535595429,0.162622073413169,-0.98257166784153,-0.963223492814208,-0.955341688442623,0.0754246376642076,0.00882532413108798,-0.00071596806381694,-0.98142291920765,-0.968047534836066,-0.979698009699454,-0.0402235659644973,-0.067674742686612,0.0730370682359563,-0.979386238306011,-0.963662944016393,-0.95404948147541,-0.0950718921256831,-0.0419281471283989,-0.0504737996983607,-0.982493199918033,-0.983436848879781,-0.978980484371585,-0.954171545191257,-0.944181355846994,-0.954171545191257,-0.944181355846994,-0.978422348579235,-0.97454900363388,-0.947806165245902,-0.948485841306011,-0.984588672513661,-0.981015798469945,-0.981499267978142,-0.947673045437158,-0.95812736704918,-0.983855152759563,-0.934315104153005,-0.937207329852459,-0.029141599204235,0.0742160840150273,0.087014803635526,-0.981754599836066,-0.968334594262295,-0.976551193005464,-0.982784454180328,-0.970093419016393,-0.981494652213115,0.181453529964863,-0.0719456506595628,-0.00274449182021858,-0.974266464836065,-0.968941133114754,-0.956121236530055,-0.981132821639344,-0.96123502079235,-0.957799316967213,0.0736145155914208,-0.209070380130874,-0.0136171228021858,-0.955121044945355,-0.94718871420765,0.121591733689279,-0.973901545355191,-0.974403599289618,0.271155814743169,-0.960457933251366,-0.949941572590164,-0.0544254877368852,-0.981867271557377,-0.980995645464481,0.171086364774754
"23","SITTING",17,0.277382685056604,-0.0181456288484151,-0.109520840949811,-0.987482545320755,-0.943525835584906,-0.947678755358491,0.898968242264151,0.048495054865283,0.140346955844151,-0.986674230188679,-0.965927092641509,-0.957067882716981,0.0749451955513208,0.0152372139370566,0.000588686843422641,-0.986258786188679,-0.973328612792453,-0.983443421169811,-0.0349794214584906,-0.0613015848680377,0.0671042071861509,-0.979781836603774,-0.966269973471698,-0.960058078867925,-0.0965021558528302,-0.0427226954333585,-0.0519898781968302,-0.984545609849057,-0.986702609056604,-0.982957770264151,-0.962735922377358,-0.952585401433962,-0.962735922377358,-0.952585401433962,-0.983003088641509,-0.980575351849057,-0.946192704943396,-0.951286904150943,-0.987499954377359,-0.984618082113207,-0.986143371509434,-0.953261420490566,-0.962251536226415,-0.988157126528302,-0.941970463267925,-0.943738488679245,-0.017103558435283,0.0739714726804528,0.0688057136320755,-0.986480202528302,-0.973609863924528,-0.980747607584906,-0.987275544754717,-0.975005585773585,-0.984802890528302,0.178545868331472,-0.0641999185497736,0.0198443467609321,-0.97550168245283,-0.972049480113207,-0.96176889690566,-0.981245112528302,-0.96352533354717,-0.963293139811321,0.0416674352385283,-0.254076364284151,-0.020366789435434,-0.961155783962264,-0.955096793660377,0.107440736644536,-0.980135689018868,-0.980065841358491,0.282200422979245,-0.964009171358491,-0.95181914645283,-0.0896456906603774,-0.985143246188679,-0.984796513056604,0.186099194453358
"24","STANDING",17,0.278661409417476,-0.0163575564252427,-0.109474462553398,-0.984365638640777,-0.921443613786408,-0.929276041359223,0.950895216990291,-0.168980997678641,-0.0114540080627777,-0.993880581262136,-0.972525332330097,-0.954512374854369,0.0761054372912621,0.0111330931949417,0.00150278933961165,-0.977580655533981,-0.956082536601942,-0.975938811067961,-0.0253736450253398,-0.0710545717524272,0.0815620029184466,-0.925273111553398,-0.955862602038835,-0.952251116990291,-0.0990088834349515,-0.0412129736834951,-0.054509703331068,-0.960792940776699,-0.978647406601942,-0.972564620776699,-0.948915843495146,-0.940148600097087,-0.948915843495146,-0.940148600097087,-0.973297168058252,-0.965624434951456,-0.930977706893204,-0.907292618932039,-0.975650808932039,-0.970513774757282,-0.980625198058253,-0.932374145533981,-0.950993942718447,-0.986221636893204,-0.920620138640777,-0.923874773980582,0.0228868188524272,-0.0250438407427184,0.0394363670398058,-0.977896022427184,-0.956958371165048,-0.972557246116505,-0.979302691359223,-0.958418910679612,-0.977960378446602,0.152315379341748,-0.176992020736602,-0.061033281492233,-0.928100174174757,-0.961722742912621,-0.953427106504854,-0.92604598407767,-0.95308635592233,-0.956406275145631,-0.263431339926505,-0.267528853096117,-0.113335310364078,-0.949380631747573,-0.944062249126214,0.0240408739135922,-0.966069714951456,-0.964090220097087,0.201203985314563,-0.93588715223301,-0.906883368932039,-0.254911214456311,-0.972832849417476,-0.969485328446602,0.0172421129135922
"25","STANDING",19,0.27930355775,-0.0154940246784167,-0.107780100387839,-0.982304360388889,-0.924188151166667,-0.932472243388889,0.949175061055556,-0.162099918788333,-0.0250538654280556,-0.986366652444444,-0.9659306675,-0.950534091333333,0.0743287829919167,0.008492511125875,-0.005106786066425,-0.977800226472222,-0.960638655027778,-0.976413873888889,-0.0278158892054722,-0.0654617003400556,0.076997968285,-0.946378544444444,-0.956527145972222,-0.952488735694444,-0.0971323937469444,-0.042654391175,-0.0517793232821111,-0.963440084555556,-0.977036393055555,-0.973376939111111,-0.948626810222222,-0.940546299833333,-0.948626810222222,-0.940546299833333,-0.973920835861111,-0.967821176277778,-0.940596930277778,-0.928704072,-0.97539095775,-0.969986106055556,-0.979347392138889,-0.936893158638889,-0.952206827305556,-0.983741021361111,-0.922484667027778,-0.927574277527778,0.0166402931547222,-0.0271629791636111,0.0295321440858333,-0.977980677472222,-0.961063988472222,-0.972953904666667,-0.979716099388889,-0.963101293333333,-0.9785447665,0.191463300371556,-0.148594583,-0.0135461744161111,-0.942085816,-0.960818369555556,-0.953577169027778,-0.948396524916667,-0.954587266111111,-0.956590174833333,-0.225256698711111,-0.216347299162778,-0.100094097438611,-0.951038309777778,-0.944035890388889,0.05046534807525,-0.967127732916667,-0.967798872277778,0.238980453864111,-0.945820013222222,-0.930477939416667,-0.187394178892552,-0.971535769166667,-0.969968171861111,0.072746259075
"26","STANDING",21,0.279313172843137,-0.0173762389254902,-0.107578125028039,-0.9836081725,-0.927256915710784,-0.939456574919118,0.941326437892157,-0.179874829234142,-0.0213363630651961,-0.987252240784314,-0.965714694901961,-0.949782213909314,0.0748388850857843,0.00895996439006127,-0.0034258284868701,-0.979533037303921,-0.964251752647059,-0.980703581078431,-0.0270076143694363,-0.068193408685,0.0815323574730392,-0.942812895073529,-0.963142873406863,-0.953285154411765,-0.0999421843512255,-0.0417617458335784,-0.0516719503021078,-0.966876367671569,-0.981904154607843,-0.977542152843137,-0.951253205245098,-0.943535358068627,-0.951253205245098,-0.943535358068627,-0.976746142843137,-0.972649514215686,-0.939357805441177,-0.930379421691176,-0.978746654705882,-0.976110168848039,-0.980941919044118,-0.939779075759804,-0.957797187573529,-0.984954365441177,-0.925403845269608,-0.934672977794118,0.000445145876715687,-0.0451356084276716,0.0620098168889216,-0.979627645171569,-0.964198350441177,-0.977489547696078,-0.981368850637255,-0.96707039620098,-0.982598831004902,0.1901067711875,-0.139158796016054,0.000386470589215685,-0.941294491544118,-0.967431050318627,-0.956050143848039,-0.944107727107843,-0.961141547254902,-0.956834608872549,-0.228631638835588,-0.205887519858211,-0.0947310915206838,-0.9542411475,-0.946482352748529,0.057697841983799,-0.971799309754902,-0.972791356740196,0.258665103217157,-0.948872983946078,-0.931204485343137,-0.164610302325049,-0.97723508995098,-0.976140057745098,0.0942441885770098
"27","STANDING",22,0.27836627588785,-0.0151359637092773,-0.103323723284112,-0.984642931495327,-0.930505831370717,-0.932649355109034,0.943278452461059,-0.176401378270405,-0.0164815475461059,-0.987786466479751,-0.96690260894081,-0.948700205420561,0.075310472847352,0.0076846481934891,-0.00673015274238318,-0.979904398660436,-0.964536175919003,-0.978418309376947,-0.0255214325290031,-0.0643481437389408,0.0793367691775701,-0.940322583831776,-0.956287840249221,-0.955574424922118,-0.100869948728037,-0.0426445144015576,-0.0523821203616511,-0.965370209439252,-0.977678432211838,-0.9763228494081,-0.950303504953271,-0.943540205140187,-0.950303504953271,-0.943540205140187,-0.977077415233645,-0.970620270093458,-0.936422851713396,-0.919329504641745,-0.97722894682243,-0.969988384984424,-0.981925545140187,-0.942793184610592,-0.953601146168224,-0.986028062274143,-0.928509903831776,-0.927149989813084,-0.000791171064610592,-0.0687390182270093,0.00732414923158879,-0.97994068271028,-0.964670205389408,-0.974582327570094,-0.981793900685358,-0.967071666105919,-0.981044340903427,0.205708664076947,-0.141372461118692,-0.0043616472741433,-0.939361965514019,-0.961112636137072,-0.957069427165109,-0.941730796168224,-0.954275979034268,-0.959336064548287,-0.234394693464517,-0.261603220393925,-0.115730881702866,-0.954468275514019,-0.9463312394081,-0.0122275451629283,-0.970858261090343,-0.969353825732087,0.247026327559813,-0.940735152679128,-0.920758759781932,-0.214009983125234,-0.971566105981308,-0.969935359065421,0.0629667988031153
